16555.53467956852,15749.20804274702,14954.51452895076,14175.75827234198,13417.07812511682,12682.3052516618,11974.79035661618,11297.19708341527,10652.04714632744,10040.80942522603,9464.430913571596,8923.27592980655,8417.192139536673,7945.476151735063,7507.071175374789,7100.65369199642,6724.646515775064,6377.325348680934,6056.883247559919,5761.499888145059
19568.15449419663,18765.44409167804,17961.48460134282,17159.96985656764,16364.79572764716,15579.9560743821,14809.42912248656,14057.05249268725,13326.40062863621,12620.67281542764,11942.60124123615,11294.17939673142,10677.28412457047,10092.88110722495,9541.590866546379,9023.361831867587,8537.886615608455,8084.382663879594,7661.780096732495,7268.783959165434
22385.72817736922,21618.66460815021,20841.71994050335,20057.40957777155,19268.60859152487,18478.50026552518,17690.51249530866,16908.24063453502,16135.35741455327,15375.51293246994,14632.2299198844,13908.80108808875,13208.09837390861,12532.7079129374,11884.87477422292,11266.11462301742,10677.63476735239,10120.07022855744,9593.694154575824,9098.275636558894
24957.59844879754,24243.58103788998,23514.88594460345,22772.66092006077,22018.4726985029,21255.07541501933,20484.84013068197,19710.4588708274,18934.89315600771,18161.3131745276,17393.0269451823,16633.40039111476,15885.77097406952,15153.35906827668,14439.01853953496,13745.67351273497,13075.73489470828,12431.12707944224,11813.45132909235,11223.92374976508
27275.44611606912,26619.72840622445,25948.10200162802,25258.82661624064,24554.85036789521,23837.26430475512,23107.33621767489,22366.64901288828,21616.89930895768,20860.9601576901,20101.34025176069,19340.78307423891,18582.20911608719,17828.65106696129,17083.18303176674,16348.84604472447,15628.42880896379,14924.84154926132,14240.62107038421,13577.95832456042
29350.18018880488,28754.21414964111,28138.4334882322,27507.69857089183,26859.41878075204,26195.31646783543,25516.6722459655,24823.15868356709,24116.50842090378,23398.60262086877,22670.99643492729,21935.56438098619,21194.23684180273,20449.58245651031,19704.31806030068,18961.12272368445,18222.76608297787,17492.04587459819,16771.6986816366,16064.28353408475
31205.59961121827,30662.42122648154,30103.09489515607,29528.43772915268,28935.40558851561,28327.7198960262,27702.43069096753,27062.32048784388,26407.17746226807,25737.1078835964,25054.32938586974,24359.74289745696,23653.78860710519,22939.16234681058,22217.61085316478,21491.12964725083,20761.91359164652,20032.08390668706,19304.46358401197,18581.57202321287
32863.49556834361,32372.15717297886,31863.00768061985,31339.04546949927,30800.70499779982,30244.88658848383,29673.79857648289,29087.14438378752,28484.31671277814,27866.62379550471,27234.04606864317,26586.99981142921,25927.29638692916,25254.6367723266,24571.03468077639,23878.02224226936,23176.94298525138,22469.24496256082,21757.37297962865,21043.34917839802
34352.14470876262,33903.27414716346,33440.64241263712,32964.12345684438,32473.60758536139,31969.0011087866,31447.0245781122,30910.75396469609,30360.48641365524,29792.78313957769,29211.56172420526,28614.60438449147,28004.00157109107,27378.70488690526,26741.06844089954,26090.23272528384,25428.47070021062,24756.88079744449,24075.95383399093,23388.06532203178
35687.48081714624,35279.58909114003,34859.11635962516,34425.76188278556,33979.2726676866,33517.92771846983,33042.18211838949,32552.73660276721,32049.53240322693,31531.84740509084,30998.1170738832,30450.84796674125,29888.88400466149,29312.15342062179,28722.15905824928,28117.73524488678,27501.00202723593,26871.57167941155,26230.90166120319,25580.11878464661
